"NAME","FACID","STATEID","MCARE_ID","TELEPHONE","FAXPHONE","FACEMAIL","ABBREV","ADDRESS","FAC_CITY","FAC_ST","FAC_ZIP","FACTYPE","OPERSTDESC","CLOSEDDATE","CNTYNAME","LIC_BED_TOTAL","CERT_BED_TOTAL","OPENDATE","BED_EFFECTIVE_DATE"
"VERTRAE SURGERY CENTER, LLC","OHL51558","1321AS","","8442552225","8333140504","kwoods@vertrae.com","SL-AS","4501 LYONS ROAD","MIAMISBURG","OH","45342","L61","ACTIVE","","MONTGOMERY","1","0","01/25/2024","01/25/2024"
"VIAQUEST HOSPICE","OHL41539","0202HSP","361660","6143390883","8005032953","tricia.moore@viaquestinc.com","SL-HOS","10296 SPRINGFIELD PIKE","CINCINNATI","OH","45215","L31","ACTIVE","","HAMILTON","","","06/20/2011",""
"VIAQUEST HOSPICE","OHL41525","0198HSP","361659","6143390804","6148002953","emily.weeks@viaquestinc.com","SL-HOS","171 MOREY DRIVE","MARYSVILLE","OH","43040","L31","ACTIVE","","UNION","","","06/06/2011",""
"VICKI'S SENIOR HOME CARE LLC","OHL99033","2852HHN","","5132524428","","vicki.charles@icloud.com","SL-HNM","516 FOREST EDGE DRIVE","SOUTH LEBANON","OH","45065","LA2","ACTIVE","","WARREN","","","04/03/2024",""
"VICTORIA HOUSE THE","OHL40418","2440R","","3307991711","3307933388","bparsons@continuinghc.com","SL-R","5295 ASHLEY CIRCLE","AUSTINTOWN","OH","44515","L12","ACTIVE","","MAHONING","84","0","12/01/2005","05/26/2010"
"VICTORINE HEALTH CARE LLC","OHL99029","2848HHN","","5134002079","","victorinnellc@gmail.com","SL-HNM","260 NORTHLAND BLVD SUITE 129B","CINCINNATI","OH","45246","LA2","ACTIVE","","HAMILTON","","","03/29/2024",""
"VICTORIOUS RESIDENTIAL CARE","OHL51212","1200HHN","","3303381924","","shanarasmith18@gmail.com","SL-HNM","2287 PILGRIMS SQUARE WEST MARKET STREET SUITE G","AKRON","OH","44315","LA2","ACTIVE","","SUMMIT","","","02/15/2023",""
"VICTORY HOME CARE AGENCY LLC","OHL7186","3922HHN","","2677997977","","marie.gabriel@victoryhca.com","SL-HNM","2211 W RIVER RD N","ELYRIA","OH","44035","LA2","ACTIVE","","LORAIN","","","01/16/2025",""
"VICTORYHANDSHEALTHCARE LLC","OHL98895","2177HHN","","7407312372","","victoryhandshealthcare@gmail.com","SL-HNM","6161 BUSCH BLVD, STE 80","COLUMBUS","OH","43229","LA2","ACTIVE","","FRANKLIN","","","11/13/2024",""
"VIENNA SPRINGS HEALTH CAMPUS","OHL42354","2941R","","9377417896","9377417897","holli.remy@forestglenhc.com","SL-R","2510 VIENNA PARKWAY","DAYTON","OH","45459","L12","ACTIVE","","MONTGOMERY","41","0","11/10/2021","11/10/2021"
"VIENNA SPRINGS HEALTH CAMPUS","OHL42353","2941N","366490","9377417896","9377417897","holli.remy@viennaspringshc.com","SL-NH","2510 VIENNA PARKWAY","DAYTON","OH","45459","L11","ACTIVE","","MONTGOMERY","54","0","11/10/2021","11/10/2021"
"VILLA AT THE LAKE","OHL00426","2261R","","4405991999","4405931259","lam@randallresidence.com","SL-R","48 PARRISH ROAD","CONNEAUT","OH","44030","L12","ACTIVE","","ASHTABULA","100","0","11/24/1999","10/08/2002"
"VILLA GEORGETOWN REHABILITATION AND HEALTHCARE CTR","OHL01801","1824N","365786","9373784178","9373783107","gstout@villageorgetownhc.com","SL-NH","8065 DR. FAUL ROAD","GEORGETOWN","OH","45121","L11","ACTIVE","","BROWN","100","0","03/26/1985","01/02/2002"
"VILLA OF GREAT NORTHERN","OHL41256","0948DC","362749","4407344630","4407344659","vickie.thompson@davita.com","SL-DC","22710 FAIRVIEW CENTER DRIVE","FAIRVIEW PARK","OH","44126","L63","ACTIVE","","CUYAHOGA","8","0","08/12/2009","10/13/2016"
"VILLA SPRINGFIELD REHABILITATION AND HEALTHCARE CE","OHL01804","1842N","365829","9373995551","9373990737","wrobinson@villaspringfield.com","SL-NH","701 VILLA ROAD","SPRINGFIELD","OH","45503","L11","ACTIVE","","CLARK","110","0","12/06/1985","01/29/2002"
"VILLA VISTA ROYALE LLC","OHL41672","2557N","366416","7402647301","7402663164","guirino@lnhmail.com","SL-NH","1800 SINCLAIR AVENUE","STEUBENVILLE","OH","43953","L11","ACTIVE","","JEFFERSON","54","0","03/17/2014","07/02/2018"
"VILLAGE (WESTERVILLE) A PROMEDICA SENIOR LIVING CO","OHL00982","1969R","","6148823782","6148821107","lori.bott@promedica.org","SL-R","215 HUBER VILLAGE BOULEVARD","WESTERVILLE","OH","43081","L12","ACTIVE","","FRANKLIN","73","0","09/29/1995","10/08/2002"
"VILLAGE AT ST EDWARD THE","OHL40105","2401R","","3306682828","3306666636","amy.huffman@vased.org","SL-R","3125 SMITH ROAD","FAIRLAWN","OH","44333","L12","ACTIVE","","SUMMIT","122","0","03/03/2004","03/01/2017"
"VILLAGE AT ST. EDWARD THE","OHL00133","1181N","365836","3306661183","3306662621","amy.huffman@vased.org","SL-NH","3131 SMITH ROAD","FAIRLAWN","OH","44333","L11","ACTIVE","","SUMMIT","81","0","09/01/1964","04/16/2007"
"VILLAGE AT THE GREENE","OHL01706","1198N","365497","9374265033","9374269044","pepper.pegg@villageatgreene.com","SL-NH","4381 TONAWANDA TRAIL","DAYTON","OH","45430","L11","ACTIVE","","GREENE","99","0","02/01/1965","12/31/2022"
"VILLAGE CAREGIVING, LLC","OHL51769","1725HHN","","5135024343","","phillip@villagecaregiving.com","SL-HNM","4030 SMITH ROAD STE 200","CINCINNATI","OH","45209","LA2","ACTIVE","","HAMILTON","","","10/16/2023",""
"VILLAGE CAREGIVING, LLC","OHL9968","3373HHN","","3043020707","","info@villagecaregiving.com","SL-HNM","1005 E. STATE ST., SUITE 10","ATHENS","OH","45701","LA2","ACTIVE","","ATHENS","","","09/30/2024",""
"VILLAGE CAREGIVING, LLC","OHL51780","1736HHN","","2343603153","","tarabrady@villagecaregiving.com","SL-HNM","403 TUSCARAWAS STREET W, SUITE 401","CANTON","OH","44702","LA2","ACTIVE","","STARK","","","10/16/2023",""
"VILLAGE CAREGIVING, LLC","OHL51743","1701HHN","","4192604544","","austin@villagecareciving.com","SL-HNM","3178 N REPUBLIC BLVD","TOLEDO","OH","43615","LA2","ACTIVE","","LUCAS","","","10/16/2023",""
"VILLAGE CAREGIVING, LLC","OHL51782","1738HHN","","7408514660","","kristen@villagecaregiving.com","SL-HNM","63 W 2ND ST","CHILLICOTHE","OH","45601","LA2","ACTIVE","","ROSS","","","10/16/2023",""
"VILLAGE CAREGIVING, LLC","OHL51770","1726HHN","","9376819323","","furykuzma@villagecaregiving.com","SL-HNM","130 WEST SECOND STREET, STE 1700-128","DAYTON","OH","45402","LA2","ACTIVE","","MONTGOMERY","","","10/16/2023",""
"VILLAGE CAREGIVING, LLC","OHL99208","3025HHN","","7406471585","","amberwood@villagecaregiving.com","SL-HNM","1846 DRESDEN RD. SUITE B","ZANESVILLE","OH","43701","LA2","ACTIVE","","MUSKINGUM","","","04/25/2024",""
"VILLAGE CAREGIVING, LLC","OHL51787","1742HHN","","6147251155","","hunter@villagecaregiving.com","SL-HNM","1200 CHAMBERS RD, STE 205","COLUMBUS","OH","43212","LA2","ACTIVE","","FRANKLIN","","","10/20/2023",""
"VILLAGE CAREGIVING, LLC","OHL51781","1737HHN","","4409419637","","laurensedor@villagecaregiving.com","SL-HNM","15601 DETROIT AVE","LAKEWOOD","OH","44107","LA2","ACTIVE","","CUYAHOGA","","","10/16/2023",""
"VILLAGE CAREGIVING, LLC","OHL51931","1829HHN","","4196316015","","emilyheckman@villagecaregiving.com","SL-HNM","1245 S TRIMBLE RD","MANSFIELD","OH","44907","LA2","ACTIVE","","RICHLAND","","","12/06/2023",""
"VILLAGE CAREGIVING, LLC","OHL50888","0881HHN","","3043020707","","info@villagecaregiving.com","SL-HNM","731 SEVENTH STREET","PORTSMOUTH","OH","45662","LA2","ACTIVE","","SCIOTO","","","09/30/2022",""
"VILLAGE GREEN REHABILITATION AND HEALTHCARE CENTER","OHL41817","2677N","365505","9375481993","9375482671","eric@noblecareco.com","SL-NH","1315 KITCHEN AID WAY","GREENVILLE","OH","45331","L11","ACTIVE","","DARKE","51","0","11/04/2014","11/04/2014"
"VILLAGE GREEN REHABILITATION AND HEALTHCARE CENTER","OHL41816","2677R","","9375481993","9375482671","eric@noblecareco.com","SL-R","1315 KITCHEN AID WAY","GREENVILLE","OH","45331","L12","ACTIVE","","DARKE","38","0","11/05/2014","11/05/2014"
"VILLAGE OF ST EDWARD AT GREEN THE","OHL42206","2868R","","2342940010","2344920559","stephanie.covas@vased.org","SL-R","3813 FORTUNA DRIVE","AKRON","OH","44312","L12","ACTIVE","","SUMMIT","118","0","12/02/2019","12/02/2019"
"VILLAGE OF ST EDWARD AT WADSWORTH THE","OHL42156","2843R","","2342179254","2342179287","bethany.collingwood@vased.org","SL-R","880 MAIN STREET","WADSWORTH","OH","44281","L12","ACTIVE","","MEDINA","183","0","02/14/2019","06/17/2024"
"VILLAGE OF THE FALLS","OHL02979","2331R","","4409895200","4402353870","hjohnson@sprengerhealthcare.com","SL-R","25920 ELM STREET","OLMSTED FALLS","OH","44138","L12","ACTIVE","","CUYAHOGA","47","0","06/03/2002","06/03/2013"
"VILLAGE OF THE FALLS","OHL42247","2331N","366476","4402357590","4402353870","hjohnson@sprengerhealthcare.com","SL-NH","25920 ELM STREET","CLEVELAND","OH","44138","L11","ACTIVE","","CUYAHOGA","36","0","06/04/2020","06/04/2020"
"VILLAS AT KING DAVID CENTER LLC","OHL00327","2031R","","2162920070","2162920033","zrosenberg@outcomehc.com","SL-R","27090 CEDAR ROAD","BEACHWOOD","OH","44122","L12","ACTIVE","","CUYAHOGA","160","0","12/12/1994","01/14/2002"
"VILLAS AT MOTHER ANGELINE, THE","OHL42364","2946R","","6147515700","6148632429","twidney@carmeliteseniorliving.org","SL-R","5199 E BROAD ST","COLUMBUS","OH","43213","L12","ACTIVE","","FRANKLIN","17","0","05/09/2022","05/09/2022"
"VILLAS AT SAINT THERESE THE","OHL01193","2228R","","6148643576","6148643577","dblunt@carmeliteseniorliving.org","SL-R","25 NOE-BIXBY ROAD","COLUMBUS","OH","43213","L12","ACTIVE","","FRANKLIN","50","0","01/25/1999","07/01/2023"
"VILLAS OF CINCINNATI","OHL500099","1238R","","5132720600","5132721730","pcampbell@arcadialtc.com","SL-R","4001 ROSSLYN DRIVE","CINCINNATI","OH","45209","L12","ACTIVE","","HAMILTON","56","0","11/01/1965","02/24/2003"
"VILLAS OF TROTWOOD","OHL40724","2473R","","9378375581","9375292442","ygruman@arcadialtc.com","SL-R","5790 DENLINGER ROAD","DAYTON","OH","45426","L12","ACTIVE","","MONTGOMERY","212","0","02/13/2009","05/21/2012"
"VINEYARDS AT CONCORD THE","OHL41004","2510N","366360","7409984779","7409984803","jhicks@vineyardsatconcord.com","SL-NH","119 WEST HIGH STREET","FRANKFORT","OH","45628","L11","ACTIVE","","ROSS","32","0","01/07/2009","10/08/2019"
"VINTON COUNTY HEALTH DEPARTMENT HOME HEALTH AGENCY","OHL50386","0381HHS","","7405964573","","jmcmanis@vintonohhealth.org","SL-HMED","31927 STATE ROUTE 93","MCARTHUR","OH","45651","LA1","ACTIVE","","VINTON","","","09/30/2022",""
"VIOLET SPRINGS HEALTH CAMPUS","OHL42217","2873N","366474","6147516413","","dylan.still-pepper@violetspringshc.com","SL-NH","603 DILEY ROAD","PICKERINGTON","OH","43147","L11","ACTIVE","","FAIRFIELD","63","0","11/21/2019","02/03/2025"
"VIOLET SPRINGS HEALTH CAMPUS","OHL42218","2873R","","6147516413","6147516426","dylan.still-pepper@violetspringshc.com","SL-R","603 DILEY ROAD","PICKERINGTON","OH","43147","L12","ACTIVE","","FAIRFIELD","41","0","11/20/2019","11/20/2019"
"VIRTUOUS HOME HEALTHCARE","OHL51826","1778HHN","","4709672127","","virtuoushomehealthcarellc@gmail.com","SL-HNM","11811 SHAKER BLVD STE 204","CLEVELAND","OH","44120","LA2","ACTIVE","","CUYAHOGA","","","11/01/2023",""
"VISION HOME CARE, LLC","OHL52083","1968HHN","","6145001398","","ibsitu.ahmed1@gmail.com","SL-HNM","8155 COMSTOCK TERRACE NW","PICKERINGTON","OH","43147","LA2","ACTIVE","","FAIRFIELD","","","02/20/2024",""
"VISION HOME HEALTH CARE LLC","OHL50832","0825HHS","","6143388100","","chatra.khatiwada@vision-hhc.com","SL-HMED","14057 BROAD STREET SW","PATASKALA","OH","43062","LA1","ACTIVE","","LICKING","","","09/30/2022",""
"VISION SURGERY CENTER, LLC","OHL41380","0972AS","36C0001260","4408861010","4408861025","smlecikvsc@gmail.com","SL-AS","6357 PEARL ROAD","PARMA HEIGHTS","OH","44130","L61","ACTIVE","","CUYAHOGA","2","0","05/18/2010","05/18/2010"
"VISITING ANGELS","OHL51106","1093HHN","","6143922820","","pgraves@visitingangels.com","SL-HNM","100 DORCHESTER SQ N STE 101","WESTERVILLE","OH","43081","LA2","ACTIVE","","FRANKLIN","","","05/22/2023",""
"VISITING ANGELS","OHL50782","0777HHN","","3302972000","","scott@tricountyvisitingangels.com","SL-HNM","240 W RIDDLE AVENUE","RAVENNA","OH","44266","LA2","ACTIVE","","PORTAGE","","","09/30/2022",""
"VISITING ANGELS","OHL7409","3962HHN","","4193598224","","afoust@visitingangels.com","SL-HNM","121 S WALNUT ST","VAN WERT","OH","45891","LA2","ACTIVE","","VAN WERT","","","04/08/2025",""
"VISITING ANGELS","OHL50186","0181HHN","","3304975995","","sandee@cantonvisitingangels.com","SL-HNM","4905 HILLS AND DALES RD NW","CANTON","OH","44708","LA2","ACTIVE","","STARK","","","11/28/2022",""
"VISITING ANGELS","OHL51771","1727HHN","","3044004946","","cnelson@visitingangels.com","SL-HNM","1416 11TH STREET","PORTSMOUTH","OH","45662","LA2","ACTIVE","","SCIOTO","","","10/29/2023",""
"VISITING ANGELS","OHL50850","0843HHN","","4403315349","","vangels@cox.net","SL-HNM","20545 CENTER RIDGE ROAD","ROCKY RIVER","OH","44116","LA2","ACTIVE","","CUYAHOGA","","","10/26/2022",""
"VISITING ANGELS","OHL51604","1569HHN","","3042145550","","cnelson@visitingangels.com","SL-HNM","2109 SOUTHGATE PARKWAY","CAMBRIDGE","OH","43725","LA2","ACTIVE","","GUERNSEY","","","08/28/2023",""
"VISITING ANGELS","OHL42449","0039HHN","","9372401992","","mdunham@visitingangels.com","SL-HNM","41 NORTH SOUTH  STREET","WILMINGTON","OH","45177","LA2","ACTIVE","","CLINTON","","","",""
"VISITING ANGELS","OHL50629","0623HHN","","3307230300","","bhorning@visitingangels.com","SL-HNM","135 NORTH BROADWAY STREET","MEDINA","OH","44256","LA2","ACTIVE","","MEDINA","","","10/19/2022",""
"VISITING ANGELS","OHL42455","0044HHN","","9378557777","","david@angelsofcincinnati.com","SL-HNM","7089 TAYLORSVILLE ROAD, STE F","HUBER HEIGHTS","OH","45424","LA2","ACTIVE","","MONTGOMERY","","","09/30/2022",""
"VISITING ANGELS","OHL50611","0605HHN","","5139425600","","tdillon@visitingangels.com","SL-HNM","7908 CINCINNATI DAYTON ROAD, SUITE O","WEST CHESTER","OH","45069","LA2","ACTIVE","","BUTLER","","","09/30/2022",""
"VISITING ANGELS","OHL50682","0676HHN","","2162316400","","chill-johnson@visitingangels.com","SL-HNM","12200 FAIRHILL RD 2ND FLOOR","CLEVELAND","OH","44120","LA2","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"VISITING ANGELS","OHL50484","0479HHN","","3307331532","","mewood@visitingangels.com","SL-HNM","22 NORTHWEST AVE","TALLMADGE","OH","44278","LA2","ACTIVE","","SUMMIT","","","09/30/2022",""
"VISITING ANGELS","OHL42454","0043HHN","","5138981440","","david@angelsofcincinnati.com","SL-HNM","8595 BEECHMONT AVENUE, STE 207","CINCINNATI","OH","45255","LA2","ACTIVE","","HAMILTON","","","09/30/2022",""
"VISITING ANGELS","OHL42418","0009HHN","","4409883004","","aolson@visitingangels.com","SL-HNM","1268 E BROAD ST #3","ELYRIA","OH","44035","LA2","ACTIVE","","LORAIN","","","09/30/2022",""
"VISITING ANGELS","OHL50525","0520HHN","","4402397094","","tkonkowski@visitingangels.com","SL-HNM","505 FRONT ST STE 5","BEREA","OH","44017","LA2","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"VISITING ANGELS COLUMBUS WEST","OHL50383","0378HHN","","6145381234","","aellzey@visitingangels.com","SL-HNM","41 CROSWELL RD","COLUMBUS","OH","43214","LA2","ACTIVE","","FRANKLIN","","","12/09/2022",""
"VISITING ANGELS HOMECARE","OHL42537","0126HHN","","5135986770","","mschroth@visitingangels.com","SL-HNM","9019 COLERAIN AVENUE","CINCINNATI","OH","45251","LA2","ACTIVE","","HAMILTON","","","09/30/2022",""
"VISITING ANGELS OF NORTHEAST OHIO","OHL50844","0837HHN","","4409740869","","wbrodnan@visitingangels.com","SL-HNM","8451 MENTOR AVE","MENTOR","OH","44060","LA2","ACTIVE","","LAKE","","","09/30/2022",""
"VISITING ANGELS OF NW OHIO","OHL42447","0036NAN","","4192980034","","mikeadams@visitingangels.com","SL-NANM","143 NORTH MICHIGAN AVENUE","EDGERTON","OH","43517","LA4","ACTIVE","","WILLIAMS","","","09/30/2022",""
"VISITING ANGELS OF SALEM","OHL51120","1107HHN","","3303321203","","susan.frenger@frencor.com","SL-HNM","1285 E PIDGEON RD","SALEM","OH","44460","LA2","ACTIVE","","COLUMBIANA","","","09/30/2022",""
"VISITING ANGELS SOUTH DAYTON","OHL50544","0538HHN","","9378866880","","sfisher@visitingangels.com","SL-HNM","4 WEST FRANKLIN STREET","CENTERVILLE","OH","45459","LA2","ACTIVE","","MONTGOMERY","","","10/03/2022",""
"VISITING ANGELS TOLEDO","OHL50199","0194HHN","","4195177000","","kwills@visitingangels.com","SL-HNM","7110 W CENTRAL AVENUE, SUITE A","TOLEDO","OH","43617","LA2","ACTIVE","","LUCAS","","","09/30/2022",""
"VISITING NURSE ASSOCIATION OF CLEVELAND","OHL50549","0543HHS","","2169311300","","rcoughlin@vnaohio.org","SL-HMED","925 KEYNOTE CIRCLE SUITE 300","BROOKLYN HEIGHTS","OH","44131","LA1","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"VISTA CENTER AT THE RIDGE RESIDENTIAL CARE","OHL00331","1218R","","3306529901","3305054819","bparsons@continuinghc.com","SL-R","3379 MAIN STREET","MINERAL RIDGE","OH","44440","L12","ACTIVE","","TRUMBULL","52","0","02/14/1995","06/25/2003"
"VISTA SPRINGS GREENBRIAR","OHL41983","2756R","","4403404000","4408826201","patty.smiley@vistaspringsliving.com","SL-R","8668 DAY DRIVE","PARMA","OH","44129","L12","ACTIVE","","CUYAHOGA","130","0","01/17/2017","02/08/2017"
"VISTA SPRINGS QUAIL HIGHLANDS","OHL42006","2769R","","4408679100","4408679020","shellie.difranco@vistaspringsliving.com","SL-R","7960 AUBURN ROAD","CONCORD TOWNSHIP","OH","44077","L12","ACTIVE","","LAKE","130","0","07/06/2017","07/06/2017"
"VISTA SPRINGS RAVINIA ESTATE","OHL42171","2853R","","2162324900","2162324901","brittany.sofranko@vistaspringsliving.com","SL-R","6046 BRECKSVILLE ROAD","INDEPENDENCE","OH","44131","L12","ACTIVE","","CUYAHOGA","130","0","07/08/2019","07/08/2019"
"VISTA SURGICAL CENTER","OHL41694","1058AS","36C0001278","3305260530","3305260531","sherri.anderson@surgerypartners.com","SL-AS","4319 EXECUTIVE CIRCLE NW","CANTON","OH","44718","L61","ACTIVE","","STARK","4","0","04/30/2013","04/30/2013"
"VISTA VERANDA","OHL00383","2167R","","3302964545","3302965504","pmulligan@vistaveranda.org","SL-R","141 CHESTNUT HILL DRIVE","RAVENNA","OH","44266","L12","ACTIVE","","PORTAGE","67","0","02/11/1998","07/01/2008"
"VITALIA ACTIVE ADULT COMMUNITY AT HIGHLAND HEIGHTS","OHL98890","2989R","","4406973260","4406973280","lford@vitaliahighlandheights.com","SL-R","305 BISHOP ROAD","HIGHLAND HEIGHTS","OH","44143","L12","ACTIVE","","CUYAHOGA","188","0","08/01/2024","08/01/2024"
"VITALIA ACTIVE ADULT COMMUNITY AT MENTOR","OHL51692","2974R","","4405349840","4405349860","gschindler@vitaliamentor.com","SL-R","8180 MENTOR HILLS DRIVE","MENTOR","OH","44060","L12","ACTIVE","","LAKE","81","0","12/27/2023","12/27/2023"
"VITALIA ACTIVE ADULT COMMUNITY AT MONTROSE","OHL42241","2880R","","3306653733","2344666140","jmcaninch@arrowseniorliving.com","SL-R","4031 HERITAGE CENTER DRIVE","COPLEY","OH","44321","L12","ACTIVE","","SUMMIT","79","0","05/04/2020","09/11/2020"
"VITALIA ACTIVE ADULT COMMUNITY AT NORTH OLMSTED","OHL42345","2935R","","4404012221","4407887270","pgill@vitaliaolmsted.com","SL-R","29801 LORAIN ROAD","NORTH OLMSTED","OH","44070","L12","ACTIVE","","CUYAHOGA","78","0","07/28/2021","07/28/2021"
"VITALIA ACTIVE ADULT COMMUNITY AT NORTH ROYALTON","OHL42384","2952R","","4406284491","4406284137","jroach@vitaliaroyalton.com","SL-R","8179 YORK ROAD","NORTH ROYALTON","OH","44133","L12","ACTIVE","","CUYAHOGA","79","0","03/21/2022","03/21/2022"
"VITALIA ACTIVE ADULT COMMUNITY AT ROCKSIDE","OHL42283","2902R","","2167505147","2168444250","sschuler@vitaliarockside.com","SL-R","6100 LOMBARDO CENTER SOUTH","SEVEN HILLS","OH","44131","L12","ACTIVE","","CUYAHOGA","79","0","10/08/2020","10/08/2020"
"VITALIA ACTIVE ADULT COMMUNITY AT SOLON","OHL42293","2905R","","4402642465","4409965007","jpope@vitaliasolon.com","SL-R","6050 KRUSE DRIVE","SOLON","OH","44139","L12","ACTIVE","","CUYAHOGA","75","0","11/09/2020","11/09/2020"
"VITALIA SENIOR RESIDENCES AT STOW","OHL42195","2862R","","3309223737","2348886099","kmetzger@vitaliastow.com","SL-R","4291 ALLEN ROAD","STOW","OH","44224","L12","ACTIVE","","SUMMIT","67","0","10/17/2019","09/11/2020"
"VITALIA SENIOR RESIDENCES AT STRONGSVILLE","OHL42092","2807R","","4408783737","","dkencson@vitaliaseniorliving.com","SL-R","21452 ROYALTON ROAD","STRONGSVILLE","OH","44149","L12","ACTIVE","","CUYAHOGA","150","0","03/22/2018","09/11/2020"
"VITALIA SENIOR RESIDENCES AT WESTLAKE","OHL42122","2822R","","4408353737","4408352176","dspero@vitaliawestlake.com","SL-R","26695 CENTER RIDGE DRIVE","WESTLAKE","OH","44145","L12","ACTIVE","","CUYAHOGA","126","0","08/28/2018","09/11/2020"
"VITALINK HOME HEALTH CARE LLC","OHL6973","3525HHN","","9372669927","","homehealthcare@viralinkhomehealthcare.com","SL-HNM","2277 LIMESTONE WAY","MIAMISBURG","OH","45342","LA2","ACTIVE","","MONTGOMERY","","","11/17/2024",""
"VITALITY HOME HEALTHCARE LLC","OHL6806","3558HHS","","6142555522","","vitalityhomehealthhc@gmail.com","SL-HMED","5200 CLEVELAND AVE SUITE 2A","COLUMBUS","OH","43231","LA1","ACTIVE","","FRANKLIN","","","12/06/2024",""
"VITALU HOME CARE LLC","OHL7073","3702HHN","","9375510238","","kamara98@me.com","SL-HNM","439 WEST SOUTHERN AVE","SPRINGFIELD","OH","45506","LA2","ACTIVE","","CLARK","","","08/14/2024",""
"VITAS HEALTHCARE CORPORATION OF OHIO","OHL01988","0067HSP","361562","5137426310","5137426319","emilie.thurman@vitas.com","SL-HOS","11500 NORTHLAKE DRIVE","CINCINNATI","OH","45249","L31","ACTIVE","","HAMILTON","","","",""
"VIVIAN HOME HEALTH LLC","OHL98986","2263HHN","","2162667658","","admin@vivianhhc.com","SL-HNM","5510 PEARL RD STE 201","PARMA","OH","44129","LA2","ACTIVE","","CUYAHOGA","","","03/14/2024",""
"VIVMAT HEALTHCARE LLC","OHL6993","3617HHN","","5138600231","","catebabalola@yahoo.com","SL-HNM","8050 BECKETT CENTER DR STE 125","LIBERTY TOWNSHIP","OH","45069","LA2","ACTIVE","","BUTLER","","","12/09/2024",""
